Taxonomy ,industry,usecases,xdlink,prototypelink,,,,,,,
17.R,Healthcare - Insurance,Orchestrated Communication,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance%2FInsurance%20%2D%20Orchestrated%20Communication%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance,https://xd.adobe.com/view/fa7de64f-0176-4580-b09b-38cf928d12b8-af2e/?fullscreen,,,,,,,
17.N,Healthcare - Insurance,Campaign Optimization and Performance ,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance%2FInsurance%20%2D%20Capmaign%20Optimization%20and%20Performance%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance,https://xd.adobe.com/view/ef65e588-2117-4217-8187-30a5fd86cb04-ba36/?fullscreen,,,,,,,
17.L,Healthcare - Insurance,Personalized Chat Bot,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance%2FInsurance%20%2D%20Personalized%20Chat%20Bot%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance,https://xd.adobe.com/view/bf12f164-f020-4b2c-b8ee-d213079ec9d3-ea41/?fullscreen,,,,,,,
17.G,Healthcare - Insurance,E-Sign Documentation ,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance%2FInsurance%20E%2DSign%20Documentation%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance,https://xd.adobe.com/view/62d2e983-f82f-44dd-abca-2c86ebe3eb2f-3781/?fullscreen,,,,,,,
17.I,Healthcare - Insurance,Quote & Finance ,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance%2FInsurance%20%2D%20Quote%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance,https://xd.adobe.com/view/c19ceeed-1d10-44d1-8fbe-4a4168db5dd2-94cf/?fullscreen,,,,,,,
17.J,Healthcare - Insurance,Cross-selling and/or Upsell,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance%2FInsurance%20%2D%20Cross%2Dsell%20Upsell%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance,https://xd.adobe.com/view/01308ea7-1e92-41e3-8804-1155c862edf1-5463/?fullscreen,,,,,,,
17.H,Healthcare - Insurance,Reminder Email,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance%2FInsurance%20%2D%20Reminder%20Email%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance,https://xd.adobe.com/view/2f504510-07d1-409c-83a3-4b7c018edede-7a03/?fullscreen,,,,,,,
17.D,Healthcare - Insurance,Call Center,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance%2FInsurance%20%2D%20Call%20Center%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance,https://xd.adobe.com/view/419bd128-6937-47c5-973d-2c90e86d28c7-14c8/?fullscreen,,,,,,,
18.A,T&H - Dining,Social Site Research,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FTH%20Dining%2FTH%20Dining%20%2D%20Social%20Site%20Research%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FTH%20Dining,https://xd.adobe.com/view/6f0c752b-72e0-462b-b2ef-2c30cf8f5e7f-3a5f/?fullscreen,,,,,,,
18.M,T&H - Dining,Account Registration,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FTH%20Dining%2FTH%20Dining%20%2D%20Account%20Registration%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FTH%20Dining,https://xd.adobe.com/view/f38f37c9-60c7-4c93-9de5-e9bc367f20b5-a6dc/?fullscreen,,,,,,,
18.K,T&H - Dining,Abandonment,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FTH%20Dining%2FTH%20Dining%20%2D%20Abandonment%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FTH%20Dining,https://xd.adobe.com/view/8ec1f749-9202-41a2-9640-e9374e5a6073-db92/?fullscreen,,,,,,,
18.E,T&H - Dining,Personalized Push Notifications,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FTH%20Dining%2FTH%20Dining%20%2D%20Personalized%20Push%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FTH%20Dining,https://xd.adobe.com/view/4b5064fc-5699-45e2-acaf-362c30b94ef3-1e03/?fullscreen,,,,,,,
18.C,T&H - Dining,Loyalty and Retention ,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FTH%20Dining%2FTH%20Dining%20%2D%20Loyalty%20and%20Retention%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FTH%20Dining,https://xd.adobe.com/view/5d500dbc-fb55-421b-b763-cb60c46f2083-0803/?fullscreen,,,,,,,
18.B,T&H - Dining,Targeted Ad,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FTH%20Dining%2FTH%20Dining%20%2D%20Targeted%20Ad%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FTH%20Dining,https://xd.adobe.com/view/51c8f2f2-e9e1-4c3d-a07e-b96482e0c10b-049b/?fullscreen,,,,,,,
18.S,T&H - Dining,SEM Ads Click Through ,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FTH%20Dining%2FTH%20Dining%20%2D%20SEM%20Ads%20Click%20Through%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FTH%20Dining,https://xd.adobe.com/view/47cd1626-4b41-460d-826c-fec0ddecfb6f-129e/?fullscreen,,,,,,,
18.O,T&H - Dining,Personalized Content,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FTH%20Dining%2FTH%20Dining%20%2D%20Personalized%20Content%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FTH%20Dining,https://xd.adobe.com/view/e3c4e79d-0c4d-47a9-a1a4-4acd1c90d51d-b697/?fullscreen,,,,,,,
19.Q,FSI - Wealth Management,Appointment Scheduling,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FFSI%20Wealth%20Management%2FWealth%20Management%20%2D%20Appointment%20Scheduling%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FFSI%20Wealth%20Management,https://xd.adobe.com/view/7b830fc2-c272-49d5-9c03-32550a6ef3fa-2ed0/?fullscreen,,,,,,,
19.G,FSI - Wealth Management,E-Sign Documentation ,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FFSI%20Wealth%20Management%2FWealth%20Management%20%2D%20E%2DSign%20Documentation%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FFSI%20Wealth%20Management,https://xd.adobe.com/view/5e6c66dd-0e8c-4649-aa0c-3799d35aa14d-0b3f/?fullscreen,,,,,,,
19.C,FSI - Wealth Management,Loyalty and Retention ,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FFSI%20Wealth%20Management%2FWealth%20Management%20%2D%20Loyalty%20and%20Retention%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FFSI%20Wealth%20Management,https://xd.adobe.com/view/f058ef42-a6b1-47fe-80a5-b0ceaad0d54d-a50b/?fullscreen,,,,,,,
19.L,FSI - Wealth Management,Personalized Chat Bot,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FFSI%20Wealth%20Management%2FWealth%20Management%20%2D%20Personalized%20Chat%20Bot%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FFSI%20Wealth%20Management,https://xd.adobe.com/view/4181f797-4723-4c5b-89cd-bd5874faa1dd-14d2/?fullscreen,,,,,,,
19.O,FSI - Wealth Management,Personalized Content,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FFSI%20Wealth%20Management%2FWealth%20Management%20%2D%20Personalized%20Content%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FFSI%20Wealth%20Management,https://xd.adobe.com/view/169e1cc2-55a3-4131-ba5f-e5290ce45956-43cd/?fullscreen,,,,,,,
19.I,FSI - Wealth Management,Quote & Finance ,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FFSI%20Wealth%20Management%2FWealth%20Management%20%2D%20Quote%20%26%20Finance%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FFSI%20Wealth%20Management,https://xd.adobe.com/view/80a36c07-9e1c-469d-9bd3-3887d1396bdf-d5f0/?fullscreen,,,,,,,
19.H,FSI - Wealth Management,Reminder Email,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FFSI%20Wealth%20Management%2FWealth%20Management%20%2D%20Reminder%20Email%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FFSI%20Wealth%20Management,https://xd.adobe.com/view/f56c16d5-c6a2-4941-980b-4d1bbe37c3dd-a03f/?fullscreen,,,,,,,
19.A,FSI - Wealth Management,Social Site Research,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FFSI%20Wealth%20Management%2FWealth%20Management%20%2D%20Social%20Site%20Research%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FFSI%20Wealth%20Management,https://xd.adobe.com/view/1ce6aa13-27f4-4131-bdae-2a0dbab82463-49b5/?fullscreen,,,,,,,
20.A,B2B - Hardware,Social Site Research,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?login%5Fhint=jsisti%40adobe%2Ecom&FolderCTID=0x012000C5C401B34E0F6B4A9A3EAB7B6DE53C5F&id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware%2FB2B%20%2D%20Hardware%20%2D%20Social%20Site%20Research%2Exd&viewid=eff3a7fc%2Dd015%2D450c%2Da5f1%2D772287d770be&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware,https://xd.adobe.com/view/6521431c-fb1f-4359-b894-c2e4187ed137-3072/?fullscreen,,,,,,,
20.B,B2B - Hardware,Targeted Ad,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?login%5Fhint=jsisti%40adobe%2Ecom&FolderCTID=0x012000C5C401B34E0F6B4A9A3EAB7B6DE53C5F&id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware%2FB2B%20%2D%20Hardware%20%2D%20Targeted%20Ad%2Exd&viewid=eff3a7fc%2Dd015%2D450c%2Da5f1%2D772287d770be&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware,https://xd.adobe.com/view/ee7dd159-12d2-4016-bf47-b5aeec47560d-bb2e/?fullscreen,,,,,,,
20.L,B2B - Hardware,Personalized Chat Bot,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?login%5Fhint=jsisti%40adobe%2Ecom&FolderCTID=0x012000C5C401B34E0F6B4A9A3EAB7B6DE53C5F&id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware%2FB2B%20%2D%20Hardware%20Personalized%20Chatbot%2Exd&viewid=eff3a7fc%2Dd015%2D450c%2Da5f1%2D772287d770be&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware,https://xd.adobe.com/view/a5153faa-c79b-4955-85f8-e77842c30a82-f046/,,,,,,,
20.D,B2B - Hardware,Call Center,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?login%5Fhint=jsisti%40adobe%2Ecom&FolderCTID=0x012000C5C401B34E0F6B4A9A3EAB7B6DE53C5F&id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware%2FB2B%20%2D%20Hardware%20Call%20Center%2Exd&viewid=eff3a7fc%2Dd015%2D450c%2Da5f1%2D772287d770be&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware,https://xd.adobe.com/view/ce2ad079-c5c0-4f13-8a7b-fc6d514149b7-9b79/?fullscreen,,,,,,,
20.I,B2B - Hardware,Quote & Finance ,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?login%5Fhint=jsisti%40adobe%2Ecom&FolderCTID=0x012000C5C401B34E0F6B4A9A3EAB7B6DE53C5F&id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware%2FB2B%20%2D%20Hardware%20Quote%20%26%20Finance%2Exd&viewid=eff3a7fc%2Dd015%2D450c%2Da5f1%2D772287d770be&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware,https://xd.adobe.com/view/553f6f18-6396-43eb-bc15-70fa87a4ed47-006c/?fullscreen,,,,,,,
20.G,B2B - Hardware,E-Sign Documentation ,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?login%5Fhint=jsisti%40adobe%2Ecom&FolderCTID=0x012000C5C401B34E0F6B4A9A3EAB7B6DE53C5F&id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware%2FB2B%20%2D%20Hardware%20%2D%20E%2Dsign%20Documentation%2Exd&viewid=eff3a7fc%2Dd015%2D450c%2Da5f1%2D772287d770be&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware,https://xd.adobe.com/view/55d11be2-a780-420f-902c-7b5ba572f291-0082/?fullscreen,,,,,,,
20.N,B2B - Hardware,Campaign Optimization and Performance ,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?login%5Fhint=jsisti%40adobe%2Ecom&FolderCTID=0x012000C5C401B34E0F6B4A9A3EAB7B6DE53C5F&id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware%2FB2B%20%2D%20Hardware%20Campaign%20Optimization%20%26%20Performance%2Exd&viewid=eff3a7fc%2Dd015%2D450c%2Da5f1%2D772287d770be&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware,https://xd.adobe.com/view/6ed52c34-18ef-4db1-9f12-f4261e1e3c37-3b86/?fullscreen,,,,,,,
20.J,B2B - Hardware,Cross-selling and/or Upsell,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?login%5Fhint=jsisti%40adobe%2Ecom&FolderCTID=0x012000C5C401B34E0F6B4A9A3EAB7B6DE53C5F&id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware%2FB2B%20%2D%20Hardware%20%2D%20Upsell%2Exd&viewid=eff3a7fc%2Dd015%2D450c%2Da5f1%2D772287d770be&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware,https://xd.adobe.com/view/1358947b-d91b-49ba-ae41-a4551700e579-460b/?fullscreen,,,,,,,
20.O,B2B - Hardware,Personalized Content,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?login%5Fhint=jsisti%40adobe%2Ecom&FolderCTID=0x012000C5C401B34E0F6B4A9A3EAB7B6DE53C5F&id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware%2FB2B%20%2D%20Hardware%20Personalized%20Content%2Exd&viewid=eff3a7fc%2Dd015%2D450c%2Da5f1%2D772287d770be&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware,https://xd.adobe.com/view/34c30aa2-b854-489b-b81c-303a8c173925-6190/?fullscreen,,,,,,,
20.H,B2B - Hardware,Reminder Email,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?login%5Fhint=jsisti%40adobe%2Ecom&FolderCTID=0x012000C5C401B34E0F6B4A9A3EAB7B6DE53C5F&id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware%2FB2B%20%2D%20Hardware%20Reminder%20Email%2Exd&viewid=eff3a7fc%2Dd015%2D450c%2Da5f1%2D772287d770be&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FB2B%20Hardware,https://xd.adobe.com/view/1ff97093-1b9e-41e2-b7ad-fac365e52906-4aaa/?fullscreen,,,,,,,
